occurrenceID,basisOfRecord,kingdom,family,genus,specificEpithet,scientificNameAuthorship,scientificName,taxonRank,taxonomicStatus,recordedBy,recordNumber,eventDate,institutionCode,decimalLatitude,decimalLongitude,locality
240,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Ash, J.",2746,,K,7.5,38.05,"ETH-SU: Butajira-Hossana Road, turn of for Lake Boyo, c. 25 km west of lake."
241,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Ash, J.",2746,,K,7.5,38.05,"ETH-SU: Butajira-Hossana Road, turn of for Lake Boyo, c. 25 km west of lake."
242,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Brandham, P.",1815,/12/1981,K,7.46667,38.68333,"ETH-SU: 30 km NE of Shashemane, near Lake Shala"
243,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Brandham, P.",1815,/12/1981,K,7.46667,38.68333,"ETH-SU: 30 km NE of Shashemane, near Lake Shala"
244,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Brandham, P.",1852,,K,7.46667,38.68333,ETH-SU: 16 km NE of Shashemanne
245,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"de Wilde, W.J.J.O.",7063,15/6/1965,"ETH,K,WAG",7.11667,38.48333,"ETH-SD: about 25 km S. of Shashemene, near Lake Awassa"
246,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"de Wilde, W.J.J.O.",7063,15/6/1965,"ETH,K,WAG",7.11667,38.48333,"ETH-SD: about 25 km S. of Shashemene, near Lake Awassa"
247,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Ensermu, K. et al.",2519,,ETH,7.21667,38.61667,ETH-SU: ca. 15 km N of Shashemene
248,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Friis, I.; et al.",1097,,"C,ETH,K",7.46667,38.68333,"ETH-SU: 32 km N of Shashemenne, south of Lake Langano"
249,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Friis, I.; et al.",8222,,K,7.46667,38.68333,"ETH-Shewa region: Along the main road to Shashamene, c. 5km S of the branching off of the road to Lake Langano"
250,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Friis, I.; et al.",8222,,K,7.46667,38.68333,"ETH-Shewa region: Along the main road to Shashamene, c. 5km S of the branching off of the road to Lake Langano"
251,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Friis, I.; et al.",9610,,K,5.5,36.7,ETH-GG: 4 km south of Key Afer along the road to Turmi
252,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Friis, I.; et al.",9610,,K,5.5,36.7,ETH-GG: 4 km south of Key Afer along the road to Turmi
253,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Gilbert, M.G.; Gilbert, S.B.",1065,3//1968,"ETH, K",7.51667,38.68333,ETH-SU: SW shore of Lake Langano
254,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Gilbert, M.G.; Phillips, S.; Tefera, D.",9135,7/10/1989,UPS (iso.),5.31667,37.2,"ETH-GG: 3 km from konso to Sagan River, and Yavello"
255,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Gilbert, M.G.; Phillips, S.; Tefera, D.",9279,11/10/1989,"UPS, K",6.01667,37.56667,ETH-GG: Arba Minch between upper and lower towns
256,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Gilbert, M.G.; Phillips, S.; Tefera, D.",9279,11/10/1989,"UPS, K",6.01667,37.56667,ETH-GG: Arba Minch between upper and lower towns
257,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Gilbert, M.G.; Phillips, S.; Tefera, D.",9279,11/10/1989,"UPS, K",6.01667,37.56667,ETH-GG: Arba Minch between upper and lower towns
258,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Gilbert, M.G.; Sebsebe, D.; Ermias, D.",9307,1/9/1989,ETH (iso); K iso.,7.01667,38.53333,"ETH-SD: Alamura  Hill, 9 km S of Tikur Wuha RiverAwassa town"
259,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Mesfin, T.",502,,"ETH, UPS",7.51667,38.68333,"ETH-SU: Lake Langano area, in a farm-field"
260,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Meyer, F.G.",8752,13/11/1964,"K, FT",7.11667,38.48333,"ETH-SD: Near Lake Awassa, 25 km s. Sheshamene"
261,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Meyer, F.G.",8752,13/11/1964,"K, FT",7.11667,38.48333,"ETH-SD: Near Lake Awassa, 25 km s. Sheshamene"
262,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Petelin, D. A.",158,,ETH,7.33333,38.7,"ETH-SU: Rift valley, along the road A.A. - Shashemene about 15 km to N from Shashemene"
263,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Sebsebe, D.",2207,//,ETH,7.01667,38.53333,"ETH-SD: Alamura  Hill, 4 km S of Awassa town"
264,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Sebsebe, D.",5579,,ETH,7.61667,38.66667,ETH-SU: 10 km Langano to Addis Ababa
265,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Sebsebe, D.",6602,,ETH,6.06667,37.16667,ETH-GG: 1 km from Kamba to Ottollo
266,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gilbertii,T.Reynolds ex Sebsebe & Brandham,Aloe gilbertii T.Reynolds ex Sebsebe & Brandham,species,accepted,"Sebsebe, D., Zerihun W; Zemede Asfaw",6385,,ETH,5.4,36.6,ETH-GG: 23 km from Key Afer towards Turmi
267,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gillettii,S.Carter,Aloe gillettii S.Carter,species,accepted,"Gillett, J.B.; Watson, R.M.",23457,16/6/1982,K,10.91667,49.43333,SOM-N3: Ahl Mescat Mts
268,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gillettii,S.Carter,Aloe gillettii S.Carter,species,accepted,"Gillett, J.B.; Watson, R.M.",23457,16/6/1982,K,11.2,49.81667,SOM-Notes on Gill & Wats 23457 is written the species is seen in the grid indicated here
269,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gillettii,S.Carter,Aloe gillettii S.Carter,species,accepted,"Gillett, J.B.; Watson, R.M.",23457,16/6/1982,K,10.91667,49.43333,"SOM-N3: ESE of Bosaso, site A/5"
270,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gillettii,S.Carter,Aloe gillettii S.Carter,species,accepted,"Thulin, M.; Abdi Dahir; Ahmed Osman",10150,6/1/2000,UPS,11.15,49.78333,"SOM-N3: Al Miskat (= Cal Miskaat), W of Dasan."
271,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gillettii,S.Carter,Aloe gillettii S.Carter,species,accepted,"Thulin, M.; Warfa, A.",,,"K, UPS",11.29167,49.81667,"SOM-N3: Al Miskat Mts, between Bahaya."
272,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Bally, P.R.O.",10202,,Bradleya 1,8.95083,46.42778,SOM: 1.5 km E of Kirit
273,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Bally, P.R.O.",10296,1/11/1954,K!,9.43333,46.7,SOM-N2: Between Adad Kularle and Balambal
274,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Bally, P.R.O.",10855,5/10/1956,"K!, FT",10.23333,48.73333,SOM-N2: 15 (24 km) miles NE of Buran
275,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Bally, P.R.O.",11877,15/10/1957,K!,8.95,46.41306,SOM: Kirit
276,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Bally, P.R.O.; Melville, R.",15545,,K!,8.00361,49.78722,"SOM-N2: Gorge of Wadi Nogal, 5 km from Eil"
277,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Bally, P.R.O.; Melville, R.",16251,,K!,8.94917,46.44278,"SOM-N2: 98 km SE of Burao, 3 km E of Kirit"
278,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,Brandham,,,Bradleya 1,8.36167,47.36667,SOM: 11 km S of Las Anod
279,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,Brandham,,,Bradleya 1,8.95,46.4,SOM: 3.5 km east of Ainabo
280,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,Brandham,,,Bradleya 1,8.94167,46.56667,SOM: 15 km W  of Ainabo
281,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Collenette, C.N.",216,6/11/1929,K!,10.9,48.98333,SOM-N2: Marojeh
282,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Gillett, J.B.; Watson, R.M.",23753,6/7/1981,K,9.88333,47.25,"SOM-N2: Near Af Elwein, Co-operative ranch (A/24)"
283,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Gillett, J.B.; Watson, R.M.",23785,7/7/1981,K,10.61667,48.18333,SOM-N2: SE of Las Kiroeh. Site A/27
284,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Gillett, J.B.; Watson, R.M.",23785,7/7/1981,K,10.61667,48.18333,SOM-N2: SE of Las Kiroeh. Site A/27
285,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Hemming, C.F.",1682,8/10/1959,K!,7.96389,49.83917,SOM-N2: Mouth of Nogal -Eil
286,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,glabrescens,(Reynolds & P.R.O.Bally) S.Carter & Brandham,Aloe glabrescens (Reynolds & P.R.O.Bally) S.Carter & Brandham,species,accepted,"Reynolds, G.W.",8390,,K (iso)!,9.5,47.1,"SOM-N2: Baaror Plains, 22km North of Quaradag, on Burao-Erigavo road, 28 miles (45km) S of El Afwein"
287,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gracilicaulis,Reynolds & P.R.O.Bally,Aloe gracilicaulis Reynolds & P.R.O.Bally,species,accepted,"Bailes, C.P.; Bradham; Holmes; Johnson",209,,cult Kew,10.79583,47.29111,"SOM: Tabah Pass, 27 km N of Erigavo."
288,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gracilicaulis,Reynolds & P.R.O.Bally,Aloe gracilicaulis Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",10327,,K,10.85,47.3,SOM-N: Erigavo-Mait Rd
289,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gracilicaulis,Reynolds & P.R.O.Bally,Aloe gracilicaulis Reynolds & P.R.O.Bally,species,accepted,"Hemming, C.F.",2039,20/10/1960,"K, FT",10.75778,47.26861,SOM-N: 20 km from Erigavo on Mait Rd
290,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gracilicaulis,Reynolds & P.R.O.Bally,Aloe gracilicaulis Reynolds & P.R.O.Bally,species,accepted,"Hemming, C.F.",2039,20/10/1960,"K, FT",10.75778,47.26861,SOM-N: 20 km from Erigavo on Mait Rd
291,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gracilicaulis,Reynolds & P.R.O.Bally,Aloe gracilicaulis Reynolds & P.R.O.Bally,species,accepted,"Hemming, C.F.",2040,20/10/1960,K,10.75778,47.26861,SOM-N: 20 km from Erigavo on Mait Rd
292,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,gracilicaulis,Reynolds & P.R.O.Bally,Aloe gracilicaulis Reynolds & P.R.O.Bally,species,accepted,"Reynolds, G.W.",8428,,K (iso),10.79639,47.31389,SOM-N: 19 miles on Ergavo-Mait Rd.
293,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,"Bally, P.R.O.",9662,12/2/1954,K (holo),9.97472,45.16472,SOM-N1/N2: Sheikh Pass
294,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,Bally; Melville,16247,,Bradleya 1,9.86667,44.81667,SOM: Gaan Libah Forest Reserve
295,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,Brandham,2794,,Bradleya 1,9.86583,44.82278,"SOM: Gaan Libah, 1 km W of Forest station"
296,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,Brandham,2802,,Bradleya 1,9.86667,44.95,"SOM: Gerbakele, 15 km E of Gaan Libah Forest Station."
297,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,"Carter, S.",793,16/2/1981,K,9.93333,45.13333,"SOM-N1/N2: Shama, hills above farm and below Fodi Yer."
298,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,Gillett; Watson,23594,,Bradleya 1,9.91667,45.31667,SOM: Burao Region: 15 km E of Sheikh
299,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,"Lavranos, J.; Carter, S.; et al.",24836,21/12/1986,K,10.98333,49.03333,"SOM-N2: Galgalo, 25 km W of Karin"
300,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,grisea,S.Carter & Brandham,Aloe grisea S.Carter & Brandham,species,accepted,"Reynolds, G.W.",7208,,K,9.96667,45.16667,SOM-N1/N2: From the top of Sheikh Pass
301,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Ash, J.",3330,29/11/1975,K,9.58333,41.86667,ETH-HA: 16 km N of D. Dawa on the Harer - Addis Abeba Rd
302,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Ash, J.",3330,29/11/1975,K,9.58333,41.86667,ETH-HA: 16 km N of D. Dawa on the Harer - Addis Abeba Rd
303,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Bally, P.R.O.",10076,,K,9.41667,41.91667,"ETH-HA: Foot of Hubeta, Harer-Dire Dawa rd where basement & limestone meet"
304,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"de Wilde, W.J.J.O.",9933,3/2/1966,K,9.2,41.8,"ETH-HA: Gara Mulleta, about 20 kmW of Alemaya"
305,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Gilbert, M.G.; Lavranos, J.",2263,6/1/1972,"ETH, K",9.5,41.91667,ETH-HA: Escarpment between Dire Dawa and Alemaya near village of Harla
306,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Gilbert, M.G.; Lavranos, J.",,,"ETH, K",9.5,41.91667,ETH-HA: Escarpment between Dire Dawa and Alemaya near village of Harla
307,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Gillett, J.B.",5272,2/3/1933,"K, FT",9.15,41.91667,ETH-HA: Harer - Kofajab Rd c. 30 km SW of Harer
308,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Gillett, J.B.",5272,2/3/1933,"K, FT",9.15,41.91667,ETH-HA: Harer - Kofajab Rd c. 30 km SW of Harer
309,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Reynolds, G.W.",8383,,K,9.5,41.86667,"ETH-HA: Harla, 9 miles E of Dire Dawa"
310,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Reynolds, G.W.",8384,,K,9.5,41.86667,"ETH-HA: Harla, 9 miles East of Dive Dawa"
311,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Sebsebe, D.; Tamrat, B.",2328,//,ETH,9.23167,42.56694,ETH-HA: 37 km from Jijiga to Harar (2 km after 595 km mark towards Jijiga)
312,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Sebsebe, D.; Tamrat, B.",2338,21/4/1989,"ETH, K",9.56667,41.86667,"ETH-HA: 6.5 km from Dengego to Dire Dawa (13 km from D. D. to Dengego), Harla village"
313,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Sebsebe, D.; Tamrat, B.",2338,21/4/1989,"ETH, K",9.56667,41.86667,"ETH-HA: 6.5 km from Dengego to Dire Dawa (13 km from D. D. to Dengego), Harla village"
314,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Sebsebe, D.; Tamrat, B.",2338,21/4/1989,"ETH, K",9.56667,41.86667,"ETH-HA: 6.5 km from Dengego to Dire Dawa (13 km from D. D. to Dengego), Harla village"
315,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,harlana,Reynolds,Aloe harlana Reynolds,species,accepted,"Sebsebe, D.; Tamrat, B.",2343,22/4/1989,"ETH, K",9.35,41.71667,ETH-HA: 4 km before large town (472 km from A.A.)
316,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heliderana,Lavranos,Aloe heliderana Lavranos,species,accepted,"Bally, P.R.O.; Melville, R.",15601,,K,10.28333,50.23333,SOM-N2/3: 28 km S of Scusciuban on W side of Wadi Dhal Mado
317,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heliderana,Lavranos,Aloe heliderana Lavranos,species,accepted,"Bally, P.R.O.; Melville, R.",15601,,K,10.28333,50.23333,SOM-N2/3: 28 km S of Scusciuban on W side of Wadi Dhal Mado
318,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heliderana,Lavranos,Aloe heliderana Lavranos,species,accepted,"Bally, P.R.O.; Melville, R.",15601,,K,10.28333,50.23333,SOM-N2/3: 28 km S of Scusciuban on W side of Wadi Dhal Mado
319,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heliderana,Lavranos,Aloe heliderana Lavranos,species,accepted,"Barbier, C.",950,,K,8.88333,48.53333,SOM-N2/3: environs de Xalin (nord de Garoe)
320,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heliderana,Lavranos,Aloe heliderana Lavranos,species,accepted,"Lavranos, J.; Carter, S.",24664,13/11/1986,K,9.56667,49.36667,SOM-N2/3: 37 km ENE of Gardo
321,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heliderana,Lavranos,Aloe heliderana Lavranos,species,accepted,"Reynolds, G.W.",8456,,K (iso),9.1,48.61667,"SOM-N2/3: In hills of the Helidera Tug, 14 miles NE of Halin, In considerable numbers"
322,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hemmingii,Reynolds & P.R.O.Bally,Aloe hemmingii Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",7146,,"EA (holo), not seen",9.98333,45.16667,"SOM-N2: Sheikh Pass, Gollis Range"
323,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hemmingii,Reynolds & P.R.O.Bally,Aloe hemmingii Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",9961,,EA,10.01667,43.09861,"SOM-N2: Borama Dist. Loli Mudeda, 8 miles N.W. of Borama"
324,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hemmingii,Reynolds & P.R.O.Bally,Aloe hemmingii Reynolds & P.R.O.Bally,species,accepted,Reynolds,7207,,PRE,10.01667,45.15,SOM-N2: near Sheikh Pass
325,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,heybensis,Lavranos,Aloe heybensis Lavranos,species,accepted,"Lavranos, J.J.; Bauer, J.",27847,/9/1989,UPS (holo),2.99889,44.305,SOM-S: Buur Heybe (near Buur Cakaba)
326,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Bally, P.R.O.",5709,12/9/1944,K,9.96667,45.2,SOM-N: Sheikh Pass
327,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Bally, P.R.O.",9659,12/10/1954,K,9.97944,45.16972,SOM-N: Sheikh Pass
328,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Bally, P.R.O.",9659,12/10/1954,K,9.97944,45.16972,SOM-N: Sheikh Pass
329,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Bally, P.R.O.",9660,12/10/1954,K,9.97944,45.16972,SOM-N: Sheikh Pass
330,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Bally, P.R.O.; Melville, R.",16209,,K,9.86528,44.81667,SOM-N: Gaan Libah Forest Reserve
331,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Bally, P.R.O.; Melville, R.",16209,,K,9.86528,44.81667,SOM-N: Gaan Libah Forest Reserve
332,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Hemming, C.F.",1967,28/9/1960,"K, FT",10.79583,47.29028,SOM-N: 18 miles  from Erigavo on Mait Rd
333,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Reynolds, G.W.",6233,,K,9.98806,45.17139,"SOM-N1: Originally Collected by Mr P. Glover in 1945 on north slopes of Sheikh Pass, SSE Of Berbera"
334,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,hildebrandtii,Baker,Aloe hildebrandtii Baker,species,accepted,"Reynolds, G.W.",8358,,K (iso of A. gloveri Reynolds),9.86306,44.86139,"SOM-N: Gaan Libah, edge of scarp mostly among bush, 12 miles N of GHOR.Forest Reserve"
